Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity_class
100728,3HdR4w6XKoVEhtuP5AhpNW,Wilmer X,Mer för dina pengar,Betala bandet,33,199933,False,0.519,0.939,5,-6.557,1,0.0443,0.0704,0.0,0.353,0.963,152.979,4,ska,1
63427,2VFWQZPcKZeyd30TcoXJvb,Mr.Children,Kind of Love,All by myself,35,271640,False,0.664,0.881,7,-8.956,1,0.0405,0.0219,3.82e-06,0.141,0.923,113.006,4,j-rock,1
90227,3fHZLCJKndlL9fxUVAh7zy,Hermanos Carrion,Lo Mejor De Los Hermanos,Magia Blanca (Devil Woman),37,204333,False,0.527,0.651,4,-9.78,1,0.0368,0.931,0.0293,0.324,0.676,136.994,4,rock-n-roll,1
101313,3JvHEEbo89vp4EJw0PZMPJ,Aysha Mathis,Unavailable,Unavailable,62,199491,False,0.146,0.00346,2,-31.666,1,0.0409,0.944,0.898,0.104,0.0894,66.722,3,sleep,3
36515,07J5gvVBcXUPcsa9KVYwHu,Camp Claude,Double Dreaming,Old Downtown,60,169906,False,0.676,0.449,1,-7.058,0,0.0399,0.211,0.00475,0.129,0.322,87.937,4,french,3
12612,2brVkbasQGFaOWHUwb2aLA,Leslie Cheung,張國榮,"當年情 - 電影 ""英雄本色"" 主題曲",44,255280,False,0.497,0.391,0,-13.104,0,0.0393,0.115,0.00184,0.0894,0.192,79.749,4,cantopop,2
29086,2lxoIZS8tpFwbiJyrDYguI,SLANDER;Ganja White Night,Miss You,Miss You,57,200000,False,0.392,0.472,1,-7.225,0,0.0481,0.0883,1.42e-06,0.0954,0.0526,74.473,4,dubstep,2
50917,62TCEZic6RfrMkC2jkJQ2S,Battle Beast,Circus Of Doom,Tempest Of Blades,53,212100,False,0.466,0.989,7,-6.867,1,0.101,4.8e-06,0.571,0.0985,0.145,137.026,4,heavy-metal,2
91365,4u7EnebtmKWzUH433cf5Qv,Queen,A Night At The Opera (2011 Remaster),Bohemian Rhapsody - Remastered 2011,82,354320,False,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4,rock,4
97187,5yl6xplhEWYsCUDA7AsoJt,Henrique & Juliano,Ao Vivo No Ibirapuera,Quando A Gente Sabe - Ao Vivo,52,154557,False,0.596,0.609,9,-7.637,1,0.0646,0.505,0.0,0.991,0.54,117.876,4,sertanejo,2
564,5mw8Zmzqx3VhxqokFAntGI,Boyce Avenue,"Cover Sessions, Vol. 4",Scared to Be Lonely,46,222052,False,0.636,0.169,11,-11.191,1,0.035,0.887,0.0,0.124,0.467,138.236,4,acoustic,2
58400,5X59Gh7j0so6cDqrFdvDDS,Locked Club,Irak,Doschitai,39,281240,False,0.712,0.877,0,-5.997,1,0.0533,0.00102,0.856,0.0824,0.232,130.004,4,industrial,1
48770,39OlieJI1FgKtOxyDkCvIi,Merda,Minha Linda Coleção de Ep's do Conjunto de Musica Merda Vol 2,Maradona,31,58946,True,0.397,0.91,4,-2.663,0,0.0427,3.89e-05,8.24e-05,0.762,0.828,135.06,4,hardcore,1
28340,7CJkTdcKr5NSlgSBAKTTD5,BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida),Água (Versão Estendida),34,306750,False,0.74,0.8,7,-6.65,0,0.0422,0.211,0.0969,0.11,0.763,96.998,4,dub,1
14715,7m6IcQvZxQPSuzY465stcP,Peppa Pig,Feeling Calm,My Friend Peppa,24,237114,False,0.804,0.708,5,-7.104,1,0.0405,0.391,0.0,0.089,0.924,137.957,4,children,1
38409,4p2hMNZn99j1awX7EsxO8u,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,Cigarette Smoker Fiona,54,176546,False,0.372,0.841,9,-7.184,0,0.206,0.000654,2.36e-05,0.0633,0.322,143.283,4,garage,2
106409,4tRt91OQSbE9eFA3RwgqSd,Meadows,The Only Boy Awake,The Only Boy Awake,57,163294,False,0.52,0.48,5,-10.288,1,0.0303,0.61,0.0344,0.107,0.405,122.086,4,swedish,2
37219,3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,Envolver,84,193805,False,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4,funk,4
60842,3iv4ajZacn7DjcI3K43oGJ,Beenie Man;Assia,Première Classe (Les Sessions R&B),Street Life,19,199893,False,0.678,0.765,11,-4.258,0,0.0936,0.00538,0.0,0.342,0.532,90.018,4,j-dance,1
81047,1uJ2czshFLqimctgvsxfv2,A.R. Rahman;A. R. Reihana;Bamba Bakya,"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",77,290526,False,0.687,0.637,10,-9.55,0,0.13,0.12,0.0,0.291,0.56,152.0,4,pop,4
43008,0lQ2obtzmAsJu9xk3D6FqH,Pascal Letoublon;Leony,Friendships (Lost My Love),Friendships (Lost My Love),70,182700,False,0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,4,groove,4
110375,1CgbwsrNDlFrRuk2ebQ7zr,ATB,Movin' Melodies,9Pm (Till I Come),64,193880,False,0.672,0.941,9,-6.427,0,0.0494,0.0276,0.926,0.149,0.754,130.218,4,trance,3
109256,4tV6ku4jEYw9L5gZuNpCbP,Gammer;Darren Styles,DYSYLM,DYSYLM,57,176051,False,0.532,0.878,7,-3.933,0,0.215,0.0102,0.201,0.169,0.385,169.962,4,techno,2
31022,0xzI1KAr0Yd9tv8jlIk3sn,benny blanco;BTS;Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),87,172714,False,0.762,0.861,0,-3.296,1,0.0955,0.0185,0.0,0.264,0.955,120.048,4,electro,4
57254,4mQpBIJKBpd8lcrtZ73SP8,Nucleya;Benny Dayal;Badshah,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),Let's Nacho,54,215075,False,0.742,0.947,0,-3.749,1,0.0321,0.0906,0.0221,0.0721,0.88,130.043,4,indie,2
34715,2dJvq5WBUzEao6Qs05Qjbj,Divya Kumar;Priya Saraiya;Ishani Dave;Jigardhan Gadhvi,Chalo Ramiye - Non Stop Garba,Chalo Ramiye - Non Stop Garba,34,1803568,False,0.417,0.802,0,-4.848,0,0.107,0.116,0.0,0.0754,0.634,146.794,4,folk,1
33314,4AL35ipeLY3R45DhAteP8H,Vorsa,anywhere else but here.,self destructive,53,194543,True,0.299,0.495,4,-7.297,1,0.0431,0.311,0.0,0.209,0.266,74.975,3,emo,2
3860,1jq28NGw6wdtFKx8MBPy6C,Nickelback,Dark Horse,Burn It to the Ground,73,212346,False,0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4,alternative,4
71421,5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,Significant Other,Break Stuff,77,166706,True,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,4,metal,4
57650,1F6IbA7di42uPc3cff8PXV,Clairo,Flaming Hot Cheetos,Flaming Hot Cheetos,76,123884,False,0.817,0.551,7,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,4,indie,4
5052,0zoGVO4bQXG8U6ChKwNgeg,Taeko Onuki,MIGNONNE (Mastered by Bernie Grundman),4:00A.M.,70,336960,False,0.631,0.644,10,-10.81,0,0.0348,0.341,0.000411,0.0877,0.861,103.376,4,anime,4
33005,7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,17,Jocelyn Flores,84,119133,True,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,4,emo,4
102461,2kFHjWko1il6O9L3eK9IzG,Leah Nobel,"Beginning Middle End (From The Netflix Film ""To All The Boys: Always and Forever"")","Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",57,194826,False,0.674,0.676,2,-6.878,1,0.0367,0.43,3.13e-05,0.108,0.919,78.99,4,songwriter,2
30250,7CHi4DtfK4heMlQaudCuHK,MEDUZA;Becky Hill;Goodboys,Lose Control,Lose Control,78,168387,False,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,4,edm,4
17534,6In0XQ2hzhfHbW5L6mkc4j,The Magnetic Fields,69 Love Songs,Absolutely Cuckoo,45,94746,False,0.464,0.423,11,-10.142,1,0.0284,0.989,0.882,0.172,0.892,99.077,3,club,2
56809,0X5mtNbqxbiTYkwj0CQc2f,COIN,Dreamland,Crash My Car,69,188306,False,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,5,indie-pop,4
112225,1vZDPEngmDv3qxXQpVzuN6,Özlem Özdil,Zamansız Yağmur,Sürgün,43,271480,False,0.646,0.485,4,-7.918,0,0.0263,0.624,0.0,0.0962,0.546,104.947,4,turkish,1
30503,5FvGI8KtImlEbOsvEW3pfX,The Chainsmokers;Ship Wrek,So Far So Good,The Fall,68,196021,False,0.664,0.939,0,-4.699,0,0.0354,0.011,0.0142,0.167,0.285,121.979,4,edm,3
79263,5hw7bUv7NtrsepLROgIxLl,Elton John;Dua Lipa;PS1,Cold Heart (PS1 Remix),Cold Heart - PS1 Remix,64,166674,False,0.655,0.877,10,-5.791,0,0.0526,0.00191,0.0,0.117,0.628,121.921,4,piano,3
85527,61M0BDzSkEdj82xDM8hl6B,Ultraje a Rigor,2 é Demais,Rebelde sem causa,38,203306,False,0.665,0.864,0,-9.67,1,0.0551,0.0991,0.00817,0.102,0.906,176.491,4,punk-rock,1
30113,72jbDTw1piOOj770jWNeaG,The Chainsmokers,Memories...Do Not Open,Paris,74,221506,False,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,edm,4
82436,3d9BU2H7yRIHKg88ZYDHr1,Teenage Fanclub,Songs From Northern Britain,Planets,23,170240,False,0.428,0.411,7,-11.058,1,0.0267,0.191,0.00133,0.146,0.5,77.18,4,power-pop,1
43427,6rkeaQRCWZxwkjhyqgxjXi,Pantera,Vulgar Display of Power,Mouth for War,61,237346,True,0.329,0.954,8,-7.006,0,0.0722,4.2e-06,0.000614,0.051,0.627,156.899,4,groove,3
73030,5esZWlW1SijQtw30OcWyUs,Boris Brejcha,Space Diver,Space Diver,57,397440,False,0.809,0.483,5,-8.655,1,0.0615,0.00107,0.853,0.0717,0.336,124.993,4,minimal-techno,2
73166,5gwLIRjGFf3hXuHoKEsWLg,Paul Kalkbrenner,No Goodbye,No Goodbye,63,168546,False,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,4,minimal-techno,3
63090,1w0hboEMff54kez5XXyRNP,ONE OK ROCK,Ambitions,One Way Ticket,54,216933,False,0.724,0.745,8,-4.781,1,0.0319,0.467,0.00122,0.0692,0.528,97.963,4,j-rock,2
10350,2CH4mc6qWAI3ejAdqpON9B,Orbital,Orbital,Belfast,48,490680,False,0.523,0.706,0,-9.837,1,0.0465,0.000796,0.313,0.112,0.345,119.693,4,breakbeat,2
94110,17zEBtrjKKa2hwk9CxWIkX,Lil God Dan,MARCELINE,MARCELINE,73,155054,False,0.746,0.806,3,-2.495,0,0.159,0.151,7.39e-05,0.121,0.598,123.941,4,sad,4
36857,3ezoEY4TKU8frUXAYFJstC,Remzcore,Sweater Weather,Sweater Weather,61,230389,False,0.507,0.985,1,-0.181,0,0.192,0.0467,0.000394,0.107,0.23,95.0,4,french,3
23080,0HNDr5c2IOIvfe8DPwjVO9,Purple Disco Machine;Sophie and the Giants,Exotica,Hypnotized,59,195704,False,0.689,0.812,11,-5.084,0,0.0995,0.0977,0.000308,0.109,0.706,108.064,4,deep-house,3
4114,0EnJ7hwoixkSPHQHMDAsQ5,Mercuzio Pianist,I Just Want You (From 'Castle'),I Just Want You - From 'Castle',56,95033,False,0.699,0.18,4,-22.361,0,0.0731,0.99,0.836,0.0649,0.268,129.775,4,ambient,2
69468,5JbEV8ld23QkcqY11TwM1o,Prasad,Jai Jai Durga,Chooda Chakkani,25,333296,False,0.727,0.542,0,-8.797,0,0.0317,0.753,0.000343,0.227,0.907,100.049,4,malay,1
79670,6fcBDcZTZVx1jJAED8KYv0,Emilia Branco,Boundaries,Boundaries,59,170566,False,0.419,0.0391,3,-28.006,1,0.0362,0.995,0.946,0.114,0.414,92.371,3,piano,3
2215,7n4Y9BCKLHi4hqI2NctuAq,KALEO,Indie Chill Out,I Want More,0,212392,False,0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014,4,alt-rock,1
58641,21T9lWigjSIMg9uD6ZfRnQ,Killing Joke,Night Time,Eighties - 2007 Digital Remaster,57,239280,False,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,4,industrial,2
28950,1u3SkEgGroT2Kcfnd4v4ON,Ekali;mossy.,Crystal Eyes,Stay Hollow (with mossy.),50,184888,False,0.704,0.675,1,-5.841,1,0.06,0.131,0.394,0.371,0.065,135.025,4,dub,2
74862,11ITcUcxkIc9GLUWtLsReD,As Baías,Mulher,Uma Canção Pra Você (Jaqueta Amarela),40,316108,False,0.508,0.519,2,-7.159,1,0.0665,0.298,0.0,0.0851,0.387,187.324,3,mpb,1
21304,20hZEnFjyvUIk4YkONRGMZ,Omah Lay,Get Layd,Lo Lo,58,171730,False,0.725,0.704,7,-4.592,1,0.251,0.0636,0.163,0.0991,0.483,204.004,4,dancehall,3
80422,3hoXhwP0ub9LdSJV4olDIc,Shankar-Ehsaan-Loy;Shafqat Amanat Ali,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,62,278546,False,0.522,0.74,0,-7.018,1,0.0465,0.558,0.0,0.144,0.732,92.618,4,pop-film,3
44889,6cSbb20D4BSajDoXuu6QtF,Blue October,The Answers,Italian Radio,27,232693,False,0.35,0.831,0,-8.932,1,0.0714,0.00378,1.47e-05,0.111,0.821,198.275,4,grunge,1
105513,2Lb7W4SQkT2V9aCUYZeqb6,"Sarah, the Illstrumentalist",Hurricane Season,Pullen Park,32,143444,False,0.711,0.528,2,-11.217,1,0.0504,0.00378,0.863,0.131,0.0863,107.976,4,study,1
15990,5WPbkilyXspX1yiKAiR1oO,Presence,We Did Not Make Sense,We Did Not Make Sense,55,188541,False,0.552,0.418,2,-4.587,1,0.0345,0.0544,0.45,0.0923,0.298,71.997,4,chill,2
38877,3hp4m7tLnHssJyNhjWWsPA,Goons Of Doom,Revenge Of The Goons,Back to You,24,253133,False,0.372,0.933,1,-3.391,0,0.0739,0.00767,0.00296,0.13,0.409,165.36,4,garage,1
13582,0Rn6vGr3VFphuNNVTemxul,Mr. Fingers,Cerebral Hemispheres,Outer Acid,9,347030,False,0.804,0.924,0,-14.787,1,0.0536,0.388,0.93,0.0675,0.936,117.03,4,chicago-house,1
104126,7Dzw8MnEIsEQxieW8N51t1,Coti;Abel Pintos,Coti Sorokin Y Los Brillantes En El Teatro Colón (Live At Teatro Colón / 2018),Andar Conmigo - Live At Teatro Colón / 2018,37,261150,False,0.418,0.359,7,-13.904,1,0.0703,0.801,0.0,0.849,0.474,127.081,3,spanish,1
99108,29d0nY7TzCoi22XBqDQkiP,Kate Bush,Hounds of Love (2018 Remaster),Running Up That Hill (A Deal With God) - 2018 Remaster,85,300840,False,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,4,singer-songwriter,4
31464,4x5YzxjrF9wvIIXJV7TveC,Ashe;FINNEAS,Ashlyn,Till Forever Falls Apart,73,222926,True,0.346,0.501,2,-6.939,1,0.0364,0.421,0.0,0.0657,0.299,99.855,4,electro,4
77449,0cK8SRiAOF34J27QknLhZ9,Di Propósito;Pique Novo;Guga Nandes,Encontrin (Ao Vivo),Chega de Sofrer / Não Foi à Toa / Presentinho / Manda Áudio - Ao Vivo,46,484180,False,0.578,0.696,2,-7.457,1,0.0478,0.751,0.0,0.896,0.814,88.039,4,pagode,2
91275,6KL88T4Ma4ABXqzgUoEwkd,OneRepublic,Human (Deluxe),Run,75,168259,False,0.682,0.72,11,-8.176,0,0.0382,0.321,0.0,0.205,0.649,116.988,4,rock,4
65292,0kkkNUhAlQwm2WyMMt63qo,Vidyasagar;S. P. Balasubrahmanyam;S. Janaki,Karna (Original Motion Picture Soundtrack),Malare,55,305133,False,0.652,0.44,0,-11.325,1,0.0271,0.37,3.81e-05,0.0666,0.614,111.003,4,k-pop,2
62524,29VVYrV5TVpGu0IfoTXlcw,ONE OK ROCK,Renegades,Renegades,55,244538,False,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,4,j-pop,2
30466,3rb0tMq42WfggucPm0HHkA,MEDUZA;James Carter;Elley Duhé;FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Bad Memories (feat. Elley Duhé & FAST BOY),85,148629,False,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,edm,4
11055,2EqlS6tkEnglzr7tkKAAYD,The Beatles,Abbey Road (Remastered),Come Together - Remastered 2009,77,259946,False,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4,british,4
101408,0SHIkGcjuVoAuAbezjBfiT,Rebecka Aether,Becalming,Becalming,64,190345,False,0.158,0.0186,11,-33.662,0,0.0456,0.992,0.921,0.101,0.0531,135.36,3,sleep,3
101765,3DlKVRc8O2XjaFV5vQ5j0S,Jorin Williams,Perspective,Perspective,60,176635,False,0.129,0.0376,6,-34.587,1,0.0399,0.938,0.892,0.112,0.0516,68.571,4,sleep,3
73117,3npxGyRpSmxS7mlN5ndjNS,Solomun,Something We All Adore,Something We All Adore - Original Mix,49,477120,False,0.812,0.579,11,-8.414,1,0.0524,0.000743,0.873,0.0972,0.521,119.992,4,minimal-techno,2
38571,3cU9b4vb5yzyM12RXJ1k3s,The Libertines,The Libertines,Music When The Lights Go Out,57,182386,False,0.419,0.693,0,-6.077,1,0.0345,0.419,4.96e-06,0.162,0.488,111.088,4,garage,2
40031,57JAYiwPmU93oowUWKwrEF,Cassiane,Cassiane - Gospel Collection Ao Vivo,Com Muito Louvor,50,382014,False,0.359,0.681,10,-5.821,1,0.0361,0.528,0.0,0.665,0.324,138.701,4,gospel,2
82084,6VpWcEEG7EIyDnyN9kvJOp,Andrew Gold,Para pedir dulces,It Must Be Halloween,0,176933,False,0.507,0.472,0,-12.911,0,0.0763,0.652,0.0,0.401,0.527,117.053,4,power-pop,1
101404,381txcpzL73JjcdV2690sm,Spacetactular,Reappearance,Reappearance,63,122636,False,0.0778,0.00796,3,-35.644,1,0.0376,0.959,0.907,0.106,0.0491,79.221,3,sleep,3
99963,78vv48Ic6syaE6kWqDGY47,Catie Turner,i luv him.,i luv him.,59,225823,False,0.647,0.176,0,-9.501,1,0.0751,0.854,0.0,0.199,0.441,122.795,4,singer-songwriter,3
87431,1nq949J6RDPrlBkTXrhqnx,Frejat,Só as Melhores do Pop Rock Brasileiro,Segredos,0,233533,False,0.581,0.731,7,-5.189,1,0.0289,0.192,0.0,0.405,0.579,127.58,4,r-n-b,1
74422,60JUAZcxvMmtkaRsjz73X8,Capital Inicial,Independência,Independência,44,184693,False,0.39,0.846,0,-4.603,1,0.044,0.00806,1.41e-05,0.171,0.697,159.742,4,mpb,2
9475,1hqiUgSEsjZlpQPZ85I61N,Charlie Brown Jr.,Transpiração Contínua Prolongada - Edição Comemorativa,Quinta-Feira,47,290200,False,0.724,0.646,11,-4.495,1,0.0658,0.0977,0.179,0.0647,0.824,143.674,4,brazil,2
20210,01wBDjAFsN9GWhsX4wTZAM,Charlie Puth,Midnight Music,One Call Away,4,194453,False,0.667,0.613,1,-5.353,1,0.0345,0.4,0.0,0.115,0.472,91.024,4,dance,1
101560,0CwVkwUUCZPYZdj7SafQYL,The Destination,Aurora,Aurora,59,185769,False,0.165,0.164,0,-20.668,1,0.0433,0.793,0.808,0.107,0.0326,130.222,4,sleep,3
71255,7nAfXgeHfDO50upcOjJOaq,Linkin Park,One More Light,Talking to Myself,63,231306,False,0.593,0.712,2,-6.325,0,0.0286,0.00184,0.0,0.128,0.473,124.013,4,metal,3
838,4A9E08l34BkPsCDAmOpHxb,KT Tunstall,Eye To The Telescope,Other Side Of The World,61,214560,False,0.501,0.684,2,-5.368,1,0.0302,0.485,0.0,0.083,0.369,80.039,4,acoustic,3
11626,1hTUFqJuQAMjXVGwUPWDqi,The Beatles,1 (Remastered),We Can Work It Out - Remastered 2015,61,135693,False,0.378,0.677,2,-8.63,1,0.0298,0.0635,0.0,0.183,0.648,106.071,4,british,3
77876,17rejvl74nQobqENTr7NgO,Paulinho Da Viola,Paulinho Da Viola,Coração Leviano,43,174720,False,0.671,0.668,6,-9.562,0,0.0425,0.474,0.0026,0.0642,0.925,107.472,4,pagode,1
384,63wsZUhUZLlh1OsyrZq7sz,Boyce Avenue;Kina Grannis,"Cover Sessions, Vol. 2",Fast Car,61,304293,False,0.392,0.251,10,-9.845,1,0.0363,0.807,0.0,0.0797,0.508,204.961,4,acoustic,3
20150,1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,83,201000,False,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,4,dance,4
65024,5YMXGBD6vcYP7IolemyLtK,BTS,Love Yourself 結 'Answer',Euphoria,78,228615,False,0.637,0.799,2,-4.518,1,0.0338,0.394,0.0,0.0921,0.57,104.996,4,k-pop,4
80471,44gJjTJwY4eba0jpNnrlld,Diljit Dosanjh,MoonChild Era,Vibe,62,155250,False,0.706,0.632,1,-7.172,1,0.0705,0.00713,0.0,0.129,0.625,87.993,4,pop-film,3
76182,0uVwEbcp49xuPUdPOGLsAU,Giacomo Puccini;Renée Fleming;London Philharmonic Orchestra;Sir Charles Mackerras,Puccini: Opera Arias,"Gianni Schicchi: ""O mio babbino caro""",48,169413,False,0.212,0.159,8,-21.226,1,0.0402,0.978,0.378,0.514,0.088,97.675,4,opera,2
28612,1mgsWGf69P448vP0md1Z8e,ARMNHMR;NURKO;Micah Martin,Won't Make A Sound,Won't Make A Sound,47,276480,False,0.441,0.728,5,-4.373,1,0.0384,0.259,0.0,0.109,0.191,142.095,4,dub,2
81377,2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,Speak Your Mind (Deluxe),2002,82,186986,False,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4,pop,4
30103,1rDQJd8kzwBRXeoTtojkQn,Ritviz;Nucleya,Baaraat,Roz,59,219240,False,0.833,0.639,5,-6.964,1,0.0676,0.152,0.0,0.101,0.448,102.989,4,edm,3
37407,3G79AJm9H5lKnngSgBT21L,Mc Davi;Cynthia Luz;Felipe Flip;Pedro Lotto;Paiva Prod,Ela Tá Que Tá,Ela Tá Que Tá,48,206829,True,0.75,0.418,0,-10.011,1,0.0496,0.128,0.0,0.128,0.253,123.007,4,funk,2
84208,4JMRpe5sUhYjOlf0JE4BT8,Jim Morrison,An American Prayer,A Feast of Friends,55,130573,False,0.283,0.22,0,-16.805,0,0.0306,0.646,0.119,0.18,0.369,72.077,4,psych-rock,2
75639,4iQ7Y0BhPhxJnetoVQOBXU,Dan Gibson's Solitudes,Dolphin Dreams,Cerulean Secrets,22,378135,False,0.147,0.115,9,-24.313,1,0.04,0.99,0.861,0.703,0.0829,139.253,4,new-age,1
95492,3vQkAiLj8yY6jNDG9F9cVL,Joe Arroyo,20 Exitos Originales,La Tortuga,30,307666,False,0.564,0.729,0,-5.396,1,0.104,0.552,4.77e-05,0.206,0.964,130.168,4,salsa,1
77208,0DIYusRuEUeZaD5bEeXsGG,Jorge Vercillo,Monalisa,Monalisa,48,222732,False,0.773,0.873,1,-4.955,0,0.0486,0.482,1.87e-06,0.0995,0.636,124.968,4,pagode,2
66000,41uJUBetzpoSXEBABYdwxb,Dora The Explorer,Dora The Explorer,Dora The Explorer Theme,43,42466,False,0.711,0.63,0,-6.591,1,0.238,0.451,9.2e-06,0.129,0.851,119.027,4,kids,1
11071,7mjSHL2Eb0kAwiKbvNNyD9,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),Wild World,77,200560,False,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,4,british,4
43421,5awljpWNO5TpXCyjpvCBbs,Testament,The Ritual,Return to Serenity,53,390800,False,0.294,0.613,1,-10.527,1,0.0384,0.235,0.000494,0.139,0.228,112.385,3,groove,2
31882,460WMeltK2dxce4qhcaCF7,TYSM,Normal No More,Normal No More,57,199578,True,0.773,0.533,7,-8.536,1,0.0481,0.545,0.000974,0.11,0.185,95.029,4,electro,2
30597,3NuK5xMlSlB6K2Qp16zf3h,Clean Bandit;Demi Lovato,What Is Love? (Deluxe Edition),Solo (feat. Demi Lovato),66,222706,False,0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,4,edm,3
110533,0yAoLxOVvKF8F9Fl3HOQYw,Paipy,Nopturnia,Nopturnia,43,209142,False,0.453,0.995,1,-5.429,1,0.13,0.0127,0.964,0.118,0.184,140.02,4,trance,1
46101,3txHkfFFEeMRblGlfe1kdm,Endymion;D-Fence,Invincible,Pussy Motherfuckerz - D-Fence Remix,56,140250,True,0.657,0.997,8,-0.591,1,0.199,0.0691,0.0,0.222,0.169,100.036,4,happy,2
100630,0cbIdcgTnbAxRjAwTAiOYK,Biquini Cavadão,Ao Vivo (Deluxe Version),"Camila, Camila",35,273266,False,0.47,0.979,7,-5.555,1,0.0937,0.0494,7.8e-05,0.842,0.371,152.885,4,ska,1
72910,1Uo51u6JqpIroI98zyhCvE,Spiritbox,Rule Of Nines,Rule Of Nines,55,211154,False,0.268,0.949,1,-5.859,1,0.134,1.42e-05,0.0759,0.314,0.261,116.375,4,metalcore,2
89405,1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Un Verano Sin Ti,Tití Me Preguntó,97,243716,False,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,4,reggaeton,4
57642,4l9YKebWc0WGhcNbtJFeRe,Last Minute India,Rehnuma,Rehnuma,44,193000,False,0.577,0.481,7,-11.592,1,0.0497,0.413,6.71e-05,0.146,0.435,105.063,4,indie,2
68356,6KuqAtoeVzxAYOaMveLNpH,Daddy Yankee,Dura,Dura,72,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,4,latino,4
57019,47UFoOuvrkt4khE7c5aap6,Sub Urban,Cradles,Cradles,76,209829,False,0.537,0.586,6,-1.864,1,0.314,0.265,7.04e-05,0.175,0.624,79.056,4,indie,4
23799,22XbNq1dFj7ASyx5f1anYC,Two Without Hats,"Micmac's Greatest Freestyle Hits!, Vol. 1",Try Yazz,28,333400,False,0.449,0.875,10,-11.038,0,0.0687,0.00504,0.586,0.0813,0.529,122.165,4,deep-house,1
81909,5RTQ7QLKmUyWMl0jdPJzhp,Gulab Sidhu;Jay Dee,DEAD ZONE,DEAD ZONE,64,169939,False,0.634,0.644,11,-3.96,0,0.35,0.0324,0.0,0.644,0.538,163.628,4,pop,3
33086,7j31rVgGX9Q2blT92VBEA0,My Chemical Romance,The Black Parade,Teenagers,81,161920,False,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,4,emo,4
2802,6gi7qsHSH2JWZsTRHndxqm,grandson;Jessie Reyez,Rain (from The Suicide Squad),Rain (from The Suicide Squad),63,236040,False,0.483,0.643,10,-6.872,0,0.0404,0.0135,7.04e-05,0.361,0.219,125.938,4,alt-rock,3
